road_id,road_name,neighbourhood,hour,speed_limit,avg_speed,volume,capacity,incident_count,incident_text,incident_weight
R025,Velachery_Rd_10,Velachery,9,40,9.3,930,930,0,traffic moving normally,0
R025,Velachery_Rd_10,Velachery,10,40,12.4,930,930,0,traffic moving normally,0
R025,Velachery_Rd_10,Velachery,11,40,18.6,914,930,1,major collision road closed,3
R025,Velachery_Rd_10,Velachery,12,40,18.0,881,930,0,no incidents reported,0
R025,Velachery_Rd_10,Velachery,13,40,15.8,930,930,1,construction work causing delays,2
R025,Velachery_Rd_10,Velachery,14,40,18.8,730,930,0,clear roads,0
R025,Velachery_Rd_10,Velachery,15,40,17.7,641,930,0,traffic moving normally,0
R025,Velachery_Rd_10,Velachery,16,40,16.0,930,930,0,clear roads,0
R025,Velachery_Rd_10,Velachery,17,40,10.6,930,930,0,traffic moving normally,0
R025,Velachery_Rd_10,Velachery,18,40,12.6,930,930,0,traffic moving normally,0
R025,Velachery_Rd_10,Velachery,19,40,10.4,930,930,1,major collision road closed,3
R025,Velachery_Rd_10,Velachery,20,40,15.0,930,930,0,clear roads,0
R025,Velachery_Rd_10,Velachery,21,40,18.2,930,930,0,clear roads,0
R025,Velachery_Rd_10,Velachery,22,40,17.4,692,930,0,no incidents reported,0
R025,Velachery_Rd_10,Velachery,23,40,17.5,866,930,0,no incidents reported,0
R026,T. Nagar_Rd_1,T. Nagar,0,80,44.7,1227,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,1,80,39.1,1160,1494,0,no incidents reported,0
R026,T. Nagar_Rd_1,T. Nagar,2,80,43.8,979,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,3,80,52.1,991,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,4,80,46.7,1023,1494,0,clear roads,0
R026,T. Nagar_Rd_1,T. Nagar,5,80,49.9,1159,1494,0,no incidents reported,0
R026,T. Nagar_Rd_1,T. Nagar,6,80,41.8,1494,1494,1,major collision road closed,3
R026,T. Nagar_Rd_1,T. Nagar,7,80,22.7,1494,1494,1,major collision road closed,3
R026,T. Nagar_Rd_1,T. Nagar,8,80,25.5,1494,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,9,80,16.6,1494,1494,0,clear roads,0
R026,T. Nagar_Rd_1,T. Nagar,10,80,28.8,1494,1494,1,slight congestion due to signal,1
R026,T. Nagar_Rd_1,T. Nagar,11,80,43.0,1072,1494,0,clear roads,0
R026,T. Nagar_Rd_1,T. Nagar,12,80,35.3,1237,1494,1,vehicle breakdown lane blocked,2
R026,T. Nagar_Rd_1,T. Nagar,13,80,34.3,1275,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,14,80,33.2,1282,1494,0,clear roads,0
R026,T. Nagar_Rd_1,T. Nagar,15,80,42.1,1494,1494,1,construction work causing delays,2
R026,T. Nagar_Rd_1,T. Nagar,16,80,40.5,1204,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,17,80,13.6,1494,1494,1,slight congestion due to signal,1
R026,T. Nagar_Rd_1,T. Nagar,18,80,23.5,1494,1494,1,slow traffic near junction,1
R026,T. Nagar_Rd_1,T. Nagar,19,80,20.5,1494,1494,1,major collision road closed,3
R026,T. Nagar_Rd_1,T. Nagar,20,80,19.8,1494,1494,1,slight congestion due to signal,1
R026,T. Nagar_Rd_1,T. Nagar,21,80,42.1,1072,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,22,80,37.3,1133,1494,0,traffic moving normally,0
R026,T. Nagar_Rd_1,T. Nagar,23,80,39.3,1038,1494,0,clear roads,0
R027,T. Nagar_Rd_2,T. Nagar,0,40,23.0,879,1347,1,construction work causing delays,2
R027,T. Nagar_Rd_2,T. Nagar,1,40,20.3,1089,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,2,40,19.8,999,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,3,40,22.0,1037,1347,1,truck overturned blocking all lanes,3
R027,T. Nagar_Rd_2,T. Nagar,4,40,22.2,750,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,5,40,22.2,1050,1347,1,fatal accident blocked road,3
R027,T. Nagar_Rd_2,T. Nagar,6,40,18.1,1340,1347,1,slight congestion due to signal,1
R027,T. Nagar_Rd_2,T. Nagar,7,40,15.6,1347,1347,1,minor fender bender cleared,1
R027,T. Nagar_Rd_2,T. Nagar,8,40,13.5,1347,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,9,40,11.9,1347,1347,0,clear roads,0
R027,T. Nagar_Rd_2,T. Nagar,10,40,11.3,1347,1347,1,major collision road closed,3
R027,T. Nagar_Rd_2,T. Nagar,11,40,18.6,1347,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,12,40,18.1,1196,1347,1,fatal accident blocked road,3
R027,T. Nagar_Rd_2,T. Nagar,13,40,16.5,1309,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,14,40,18.5,1278,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,15,40,19.4,1168,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,16,40,22.9,971,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,17,40,12.2,1347,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,18,40,14.7,1347,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,19,40,10.4,1347,1347,1,slow traffic near junction,1
R027,T. Nagar_Rd_2,T. Nagar,20,40,11.2,1347,1347,0,traffic moving normally,0
R027,T. Nagar_Rd_2,T. Nagar,21,40,22.5,990,1347,1,minor fender bender cleared,1
R027,T. Nagar_Rd_2,T. Nagar,22,40,20.5,1347,1347,0,no incidents reported,0
R027,T. Nagar_Rd_2,T. Nagar,23,40,19.7,1255,1347,1,construction work causing delays,2
R028,T. Nagar_Rd_3,T. Nagar,0,50,34.6,888,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,1,50,28.5,785,1081,0,no incidents reported,0
R028,T. Nagar_Rd_3,T. Nagar,2,50,31.4,663,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,3,50,31.6,816,1081,1,minor fender bender cleared,1
R028,T. Nagar_Rd_3,T. Nagar,4,50,32.7,626,1081,0,no incidents reported,0
R028,T. Nagar_Rd_3,T. Nagar,5,50,25.7,815,1081,0,clear roads,0
R028,T. Nagar_Rd_3,T. Nagar,6,50,23.2,1081,1081,0,no incidents reported,0
R028,T. Nagar_Rd_3,T. Nagar,7,50,15.1,1081,1081,0,clear roads,0
R028,T. Nagar_Rd_3,T. Nagar,8,50,18.3,1081,1081,1,fatal accident blocked road,3
R028,T. Nagar_Rd_3,T. Nagar,9,50,15.4,1081,1081,0,no incidents reported,0
R028,T. Nagar_Rd_3,T. Nagar,10,50,17.3,1081,1081,0,clear roads,0
R028,T. Nagar_Rd_3,T. Nagar,11,50,20.3,1041,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,12,50,20.1,1081,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,13,50,24.2,867,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,14,50,20.4,964,1081,1,vehicle breakdown lane blocked,2
R028,T. Nagar_Rd_3,T. Nagar,15,50,23.4,874,1081,1,slow traffic near junction,1
R028,T. Nagar_Rd_3,T. Nagar,16,50,27.4,884,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,17,50,13.5,1081,1081,1,major collision road closed,3
R028,T. Nagar_Rd_3,T. Nagar,18,50,14.0,1081,1081,1,minor fender bender cleared,1
R028,T. Nagar_Rd_3,T. Nagar,19,50,12.3,1081,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,20,50,19.7,1081,1081,0,clear roads,0
R028,T. Nagar_Rd_3,T. Nagar,21,50,25.9,915,1081,0,traffic moving normally,0
R028,T. Nagar_Rd_3,T. Nagar,22,50,25.9,938,1081,0,no incidents reported,0
R028,T. Nagar_Rd_3,T. Nagar,23,50,22.6,922,1081,0,no incidents reported,0
R029,T. Nagar_Rd_4,T. Nagar,0,50,25.1,1106,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,1,50,24.5,1083,1515,0,no incidents reported,0
R029,T. Nagar_Rd_4,T. Nagar,2,50,32.1,1218,1515,1,construction work causing delays,2
R029,T. Nagar_Rd_4,T. Nagar,3,50,30.0,1172,1515,1,truck overturned blocking all lanes,3
R029,T. Nagar_Rd_4,T. Nagar,4,50,30.5,943,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,5,50,29.3,1273,1515,1,slow traffic near junction,1
R029,T. Nagar_Rd_4,T. Nagar,6,50,21.5,1296,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,7,50,13.6,1515,1515,0,traffic moving normally,0
R029,T. Nagar_Rd_4,T. Nagar,8,50,11.8,1515,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,9,50,11.5,1515,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,10,50,16.6,1515,1515,1,vehicle breakdown lane blocked,2
R029,T. Nagar_Rd_4,T. Nagar,11,50,19.5,1170,1515,1,major collision road closed,3
R029,T. Nagar_Rd_4,T. Nagar,12,50,18.3,1256,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,13,50,20.2,1515,1515,0,traffic moving normally,0
R029,T. Nagar_Rd_4,T. Nagar,14,50,21.1,1515,1515,0,traffic moving normally,0
R029,T. Nagar_Rd_4,T. Nagar,15,50,20.1,1072,1515,0,traffic moving normally,0
R029,T. Nagar_Rd_4,T. Nagar,16,50,19.4,1515,1515,0,no incidents reported,0
R029,T. Nagar_Rd_4,T. Nagar,17,50,16.7,1515,1515,1,construction work causing delays,2
R029,T. Nagar_Rd_4,T. Nagar,18,50,16.2,1515,1515,1,major collision road closed,3
R029,T. Nagar_Rd_4,T. Nagar,19,50,19.0,1515,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,20,50,15.9,1515,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,21,50,24.8,1515,1515,0,clear roads,0
R029,T. Nagar_Rd_4,T. Nagar,22,50,21.6,1369,1515,0,traffic moving normally,0
R029,T. Nagar_Rd_4,T. Nagar,23,50,21.7,1252,1515,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,0,50,25.5,1157,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,1,50,26.9,922,1458,1,fatal accident blocked road,3
R030,T. Nagar_Rd_5,T. Nagar,2,50,27.9,1104,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,3,50,31.7,839,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,4,50,26.5,1067,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,5,50,34.0,873,1458,1,slow traffic near junction,1
R030,T. Nagar_Rd_5,T. Nagar,6,50,25.0,1094,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,7,50,15.3,1458,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,8,50,14.4,1458,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,9,50,13.9,1458,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,10,50,12.9,1458,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,11,50,20.0,1253,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,12,50,18.8,1366,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,13,50,24.9,1458,1458,1,minor fender bender cleared,1
R030,T. Nagar_Rd_5,T. Nagar,14,50,22.2,1268,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,15,50,27.5,1017,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,16,50,21.9,1100,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,17,50,13.1,1458,1458,1,truck overturned blocking all lanes,3
R030,T. Nagar_Rd_5,T. Nagar,18,50,15.7,1458,1458,0,traffic moving normally,0
R030,T. Nagar_Rd_5,T. Nagar,19,50,13.7,1458,1458,0,clear roads,0
R030,T. Nagar_Rd_5,T. Nagar,20,50,16.2,1458,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,21,50,19.5,1341,1458,0,no incidents reported,0
R030,T. Nagar_Rd_5,T. Nagar,22,50,18.4,1160,1458,1,minor fender bender cleared,1
R030,T. Nagar_Rd_5,T. Nagar,23,50,24.3,1351,1458,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,0,50,32.8,1302,1878,1,minor fender bender cleared,1
R031,T. Nagar_Rd_6,T. Nagar,1,50,29.6,1060,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,2,50,30.0,1129,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,3,50,28.8,1436,1878,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,4,50,29.0,1082,1878,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,5,50,25.1,1293,1878,1,truck overturned blocking all lanes,3
R031,T. Nagar_Rd_6,T. Nagar,6,50,21.6,1737,1878,1,construction work causing delays,2
R031,T. Nagar_Rd_6,T. Nagar,7,50,17.4,1878,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,8,50,11.6,1878,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,9,50,13.5,1878,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,10,50,17.3,1878,1878,1,vehicle breakdown lane blocked,2
R031,T. Nagar_Rd_6,T. Nagar,11,50,23.8,1707,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,12,50,21.3,1513,1878,1,minor fender bender cleared,1
R031,T. Nagar_Rd_6,T. Nagar,13,50,20.0,1878,1878,1,truck overturned blocking all lanes,3
R031,T. Nagar_Rd_6,T. Nagar,14,50,22.6,1438,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,15,50,25.8,1473,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,16,50,21.4,1316,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,17,50,12.3,1878,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,18,50,11.0,1878,1878,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,19,50,16.9,1878,1878,0,clear roads,0
R031,T. Nagar_Rd_6,T. Nagar,20,50,16.6,1878,1878,0,no incidents reported,0
R031,T. Nagar_Rd_6,T. Nagar,21,50,29.6,1614,1878,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,22,50,23.6,1529,1878,0,traffic moving normally,0
R031,T. Nagar_Rd_6,T. Nagar,23,50,23.2,1878,1878,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,0,60,35.1,1568,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,1,60,35.3,1264,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,2,60,33.8,1182,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,3,60,32.1,1508,1968,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,4,60,34.4,1474,1968,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,5,60,34.3,1588,1968,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,6,60,28.0,1775,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,7,60,19.6,1968,1968,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,8,60,17.2,1968,1968,0,clear roads,0
R032,T. Nagar_Rd_7,T. Nagar,9,60,13.2,1968,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,10,60,15.3,1968,1968,1,truck overturned blocking all lanes,3
R032,T. Nagar_Rd_7,T. Nagar,11,60,27.5,1415,1968,0,clear roads,0
R032,T. Nagar_Rd_7,T. Nagar,12,60,25.1,1968,1968,1,minor fender bender cleared,1
R032,T. Nagar_Rd_7,T. Nagar,13,60,26.5,1848,1968,1,accident reported minor injuries,2
R032,T. Nagar_Rd_7,T. Nagar,14,60,25.2,1854,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,15,60,22.2,1392,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,16,60,24.5,1786,1968,1,slight congestion due to signal,1
R032,T. Nagar_Rd_7,T. Nagar,17,60,20.5,1968,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,18,60,18.1,1968,1968,0,traffic moving normally,0
R032,T. Nagar_Rd_7,T. Nagar,19,60,23.2,1968,1968,1,vehicle breakdown lane blocked,2
R032,T. Nagar_Rd_7,T. Nagar,20,60,19.2,1968,1968,0,clear roads,0
R032,T. Nagar_Rd_7,T. Nagar,21,60,27.1,1495,1968,0,no incidents reported,0
R032,T. Nagar_Rd_7,T. Nagar,22,60,26.2,1841,1968,1,construction work causing delays,2
R032,T. Nagar_Rd_7,T. Nagar,23,60,27.2,1359,1968,0,traffic moving normally,0
R033,T. Nagar_Rd_8,T. Nagar,0,50,29.0,1415,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,1,50,28.6,1304,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,2,50,31.0,1255,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,3,50,24.9,1198,1760,0,clear roads,0
R033,T. Nagar_Rd_8,T. Nagar,4,50,25.2,1165,1760,0,traffic moving normally,0
R033,T. Nagar_Rd_8,T. Nagar,5,50,28.0,1191,1760,1,construction work causing delays,2
R033,T. Nagar_Rd_8,T. Nagar,6,50,24.8,1699,1760,1,major collision road closed,3
R033,T. Nagar_Rd_8,T. Nagar,7,50,16.2,1760,1760,1,minor fender bender cleared,1
R033,T. Nagar_Rd_8,T. Nagar,8,50,12.9,1760,1760,0,clear roads,0
R033,T. Nagar_Rd_8,T. Nagar,9,50,7.8,1760,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,10,50,12.9,1760,1760,0,traffic moving normally,0
R033,T. Nagar_Rd_8,T. Nagar,11,50,24.4,1320,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,12,50,20.8,1404,1760,0,clear roads,0
R033,T. Nagar_Rd_8,T. Nagar,13,50,22.2,1741,1760,1,truck overturned blocking all lanes,3
R033,T. Nagar_Rd_8,T. Nagar,14,50,23.8,1395,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,15,50,23.0,1507,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,16,50,22.3,1678,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,17,50,13.4,1760,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,18,50,12.2,1760,1760,0,traffic moving normally,0
R033,T. Nagar_Rd_8,T. Nagar,19,50,11.6,1760,1760,1,slight congestion due to signal,1
R033,T. Nagar_Rd_8,T. Nagar,20,50,13.9,1760,1760,0,clear roads,0
R033,T. Nagar_Rd_8,T. Nagar,21,50,26.0,1472,1760,0,traffic moving normally,0
R033,T. Nagar_Rd_8,T. Nagar,22,50,25.1,1199,1760,0,no incidents reported,0
R033,T. Nagar_Rd_8,T. Nagar,23,50,22.2,1760,1760,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,0,60,40.8,629,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,1,60,32.5,691,833,0,clear roads,0
R034,T. Nagar_Rd_9,T. Nagar,2,60,38.2,472,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,3,60,39.0,591,833,0,clear roads,0
R034,T. Nagar_Rd_9,T. Nagar,4,60,35.7,590,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,5,60,32.3,634,833,1,slight congestion due to signal,1
R034,T. Nagar_Rd_9,T. Nagar,6,60,27.0,578,833,0,clear roads,0
R034,T. Nagar_Rd_9,T. Nagar,7,60,17.7,833,833,1,slow traffic near junction,1
R034,T. Nagar_Rd_9,T. Nagar,8,60,13.1,833,833,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,9,60,14.2,833,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,10,60,14.0,833,833,1,slow traffic near junction,1
R034,T. Nagar_Rd_9,T. Nagar,11,60,29.7,587,833,1,accident reported minor injuries,2
R034,T. Nagar_Rd_9,T. Nagar,12,60,28.5,721,833,1,accident reported minor injuries,2
R034,T. Nagar_Rd_9,T. Nagar,13,60,27.1,632,833,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,14,60,27.9,833,833,0,clear roads,0
R034,T. Nagar_Rd_9,T. Nagar,15,60,25.8,679,833,0,clear roads,0
R034,T. Nagar_Rd_9,T. Nagar,16,60,27.1,754,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,17,60,18.0,833,833,0,no incidents reported,0
R034,T. Nagar_Rd_9,T. Nagar,18,60,20.1,833,833,1,fatal accident blocked road,3
R034,T. Nagar_Rd_9,T. Nagar,19,60,25.2,833,833,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,20,60,16.8,833,833,1,vehicle breakdown lane blocked,2
R034,T. Nagar_Rd_9,T. Nagar,21,60,30.9,750,833,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,22,60,32.7,818,833,0,traffic moving normally,0
R034,T. Nagar_Rd_9,T. Nagar,23,60,29.6,767,833,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,0,80,44.3,1528,1818,0,clear roads,0
R035,T. Nagar_Rd_10,T. Nagar,1,80,42.4,1121,1818,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,2,80,41.6,1245,1818,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,3,80,37.9,1346,1818,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,4,80,44.9,1504,1818,0,traffic moving normally,0
R035,T. Nagar_Rd_10,T. Nagar,5,80,44.7,1365,1818,1,vehicle breakdown lane blocked,2
R035,T. Nagar_Rd_10,T. Nagar,6,80,40.9,1818,1818,0,traffic moving normally,0
R035,T. Nagar_Rd_10,T. Nagar,7,80,20.5,1818,1818,0,clear roads,0
R035,T. Nagar_Rd_10,T. Nagar,8,80,22.2,1818,1818,0,clear roads,0
R035,T. Nagar_Rd_10,T. Nagar,9,80,24.0,1818,1818,0,traffic moving normally,0
R035,T. Nagar_Rd_10,T. Nagar,10,80,24.8,1818,1818,1,vehicle breakdown lane blocked,2
R035,T. Nagar_Rd_10,T. Nagar,11,80,40.4,1675,1818,0,traffic moving normally,0
R035,T. Nagar_Rd_10,T. Nagar,12,80,34.0,1818,1818,1,fatal accident blocked road,3
R035,T. Nagar_Rd_10,T. Nagar,13,80,28.1,1818,1818,1,minor fender bender cleared,1
R035,T. Nagar_Rd_10,T. Nagar,14,80,34.9,1818,1818,0,clear roads,0
R035,T. Nagar_Rd_10,T. Nagar,15,80,34.8,1362,1818,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,16,80,42.4,1730,1818,1,slow traffic near junction,1
R035,T. Nagar_Rd_10,T. Nagar,17,80,25.0,1818,1818,1,major collision road closed,3
R035,T. Nagar_Rd_10,T. Nagar,18,80,25.9,1818,1818,1,vehicle breakdown lane blocked,2
R035,T. Nagar_Rd_10,T. Nagar,19,80,35.4,1818,1818,0,clear roads,0
R035,T. Nagar_Rd_10,T. Nagar,20,80,28.0,1818,1818,1,truck overturned blocking all lanes,3
R035,T. Nagar_Rd_10,T. Nagar,21,80,39.0,1750,1818,0,traffic moving normally,0
R035,T. Nagar_Rd_10,T. Nagar,22,80,36.9,1218,1818,0,no incidents reported,0
R035,T. Nagar_Rd_10,T. Nagar,23,80,32.5,1386,1818,0,clear roads,0
R036,Anna Nagar_Rd_1,Anna Nagar,0,60,39.0,1292,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,1,60,37.0,985,1615,0,no incidents reported,0
R036,Anna Nagar_Rd_1,Anna Nagar,2,60,44.6,1197,1615,1,truck overturned blocking all lanes,3
R036,Anna Nagar_Rd_1,Anna Nagar,3,60,40.8,977,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,4,60,43.2,1165,1615,0,no incidents reported,0
R036,Anna Nagar_Rd_1,Anna Nagar,5,60,37.8,883,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,6,60,30.0,1615,1615,0,no incidents reported,0
R036,Anna Nagar_Rd_1,Anna Nagar,7,60,21.7,1615,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,8,60,17.1,1615,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,9,60,18.5,1615,1615,1,truck overturned blocking all lanes,3
R036,Anna Nagar_Rd_1,Anna Nagar,10,60,25.0,1615,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,11,60,31.2,1449,1615,1,slow traffic near junction,1
R036,Anna Nagar_Rd_1,Anna Nagar,12,60,24.5,1615,1615,0,clear roads,0
R036,Anna Nagar_Rd_1,Anna Nagar,13,60,23.5,1213,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,14,60,24.2,1615,1615,0,clear roads,0
R036,Anna Nagar_Rd_1,Anna Nagar,15,60,36.2,1135,1615,1,slight congestion due to signal,1
R036,Anna Nagar_Rd_1,Anna Nagar,16,60,30.7,1480,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,17,60,29.3,1615,1615,0,clear roads,0
R036,Anna Nagar_Rd_1,Anna Nagar,18,60,26.2,1615,1615,0,clear roads,0
R036,Anna Nagar_Rd_1,Anna Nagar,19,60,27.6,1615,1615,0,traffic moving normally,0
R036,Anna Nagar_Rd_1,Anna Nagar,20,60,24.7,1615,1615,0,no incidents reported,0
R036,Anna Nagar_Rd_1,Anna Nagar,21,60,34.2,1594,1615,0,no incidents reported,0
R036,Anna Nagar_Rd_1,Anna Nagar,22,60,29.9,1113,1615,1,slow traffic near junction,1
R036,Anna Nagar_Rd_1,Anna Nagar,23,60,32.4,1286,1615,1,slight congestion due to signal,1
R037,Anna Nagar_Rd_2,Anna Nagar,0,60,41.7,1399,1757,0,clear roads,0
R037,Anna Nagar_Rd_2,Anna Nagar,1,60,42.5,1247,1757,1,major collision road closed,3
R037,Anna Nagar_Rd_2,Anna Nagar,2,60,36.2,1141,1757,1,minor fender bender cleared,1
R037,Anna Nagar_Rd_2,Anna Nagar,3,60,39.0,1201,1757,0,clear roads,0
R037,Anna Nagar_Rd_2,Anna Nagar,4,60,39.4,1292,1757,0,traffic moving normally,0
R037,Anna Nagar_Rd_2,Anna Nagar,5,60,39.2,1369,1757,0,clear roads,0
R037,Anna Nagar_Rd_2,Anna Nagar,6,60,29.3,1606,1757,1,vehicle breakdown lane blocked,2
R037,Anna Nagar_Rd_2,Anna Nagar,7,60,25.4,1757,1757,0,traffic moving normally,0
R037,Anna Nagar_Rd_2,Anna Nagar,8,60,19.1,1757,1757,0,clear roads,0
